Country / territory of asylum/residence,Origin,Year,Month,Value
Canada,Afghanistan,2012,February,24
Canada,Afghanistan,2012,March,20
Canada,Afghanistan,2012,April,20
Canada,Afghanistan,2012,May,16
Canada,Afghanistan,2012,June,25
Canada,Afghanistan,2012,July,27
Canada,Afghanistan,2012,August,28
Canada,Afghanistan,2012,September,47
Canada,Afghanistan,2012,October,67
Canada,Afghanistan,2012,November,39
Canada,Afghanistan,2012,December,22
Canada,Afghanistan,2013,January,31
Canada,Afghanistan,2013,February,26
Canada,Afghanistan,2013,March,15
Canada,Afghanistan,2013,April,13
Canada,Afghanistan,2013,May,35
Canada,Afghanistan,2013,June,28
Canada,Afghanistan,2013,July,35
Canada,Afghanistan,2013,August,38
Canada,Afghanistan,2013,September,49
Canada,Afghanistan,2013,October,29
Canada,Afghanistan,2013,November,46
Canada,Afghanistan,2013,December,41
Canada,Afghanistan,2014,January,27
Canada,Afghanistan,2014,February,23
Canada,Afghanistan,2014,March,22
Canada,Afghanistan,2014,April,36
Canada,Afghanistan,2014,May,51
Canada,Afghanistan,2014,June,47
Canada,Afghanistan,2014,July,44
Canada,Afghanistan,2014,August,37
Canada,Afghanistan,2014,September,55
Canada,Afghanistan,2014,October,35
Canada,Afghanistan,2014,November,32
Canada,Afghanistan,2014,December,52
Canada,Afghanistan,2015,January,45
Canada,Afghanistan,2015,February,34
Canada,Afghanistan,2015,March,32
Canada,Afghanistan,2015,April,20
Canada,Afghanistan,2015,May,19
Canada,Afghanistan,2015,June,25
Canada,Afghanistan,2015,July,37
Canada,Afghanistan,2015,August,19
Canada,Afghanistan,2015,September,56
Canada,Afghanistan,2015,October,64
Canada,Afghanistan,2015,November,62
Canada,Afghanistan,2015,December,81
Canada,Afghanistan,2016,January,80
Canada,Afghanistan,2016,February,74
Canada,Afghanistan,2016,March,58
Canada,Afghanistan,2016,April,33
Canada,Afghanistan,2016,May,41
Canada,Afghanistan,2016,June,66
Canada,Afghanistan,2016,July,35
Canada,Afghanistan,2016,August,49
Canada,Afghanistan,2016,September,54
Canada,Afghanistan,2016,October,57
Canada,Afghanistan,2016,November,56
Canada,Afghanistan,2016,December,35
Canada,Afghanistan,2017,January,56
Canada,Afghanistan,2017,February,46
Canada,Afghanistan,2017,March,46
Canada,Afghanistan,2017,April,50
Canada,Afghanistan,2017,May,54
Canada,Afghanistan,2017,June,51
Canada,Afghanistan,2017,July,67
Canada,Afghanistan,2017,August,65
Canada,Afghanistan,2017,September,51
Canada,Afghanistan,2017,October,80
Canada,Afghanistan,2017,November,51
Canada,Afghanistan,2017,December,47
Canada,Afghanistan,2018,January,35
Canada,Afghanistan,2018,February,44
Canada,Afghanistan,2018,March,36
Canada,Afghanistan,2018,April,47
Canada,Afghanistan,1999,January,62
Canada,Afghanistan,1999,February,32
Canada,Afghanistan,1999,March,25
Canada,Afghanistan,1999,April,20
Canada,Afghanistan,1999,May,26
Canada,Afghanistan,1999,June,45
Canada,Afghanistan,1999,July,47
Canada,Afghanistan,1999,August,41
Canada,Afghanistan,1999,September,53
Canada,Afghanistan,1999,October,54
Canada,Afghanistan,1999,November,61
Canada,Afghanistan,1999,December,73
Canada,Afghanistan,2000,January,24
Canada,Afghanistan,2000,February,29
Canada,Afghanistan,2000,March,55
Canada,Afghanistan,2000,April,18
Canada,Afghanistan,2000,May,28
Canada,Afghanistan,2000,June,35
Canada,Afghanistan,2000,July,61
Canada,Afghanistan,2000,August,47
Canada,Afghanistan,2000,September,63
Canada,Afghanistan,2000,October,36
Canada,Afghanistan,2000,November,47
Canada,Afghanistan,2000,December,28
Canada,Afghanistan,2001,January,43
Canada,Afghanistan,2001,February,35
Canada,Afghanistan,2001,March,34
Canada,Afghanistan,2001,April,29
Canada,Afghanistan,2001,May,35
Canada,Afghanistan,2001,June,22
Canada,Afghanistan,2001,July,69
Canada,Afghanistan,2001,August,39
Canada,Afghanistan,2001,September,51
Canada,Afghanistan,2001,October,51
Canada,Afghanistan,2001,November,18
Canada,Afghanistan,2001,December,3
Canada,Afghanistan,2002,January,13
Canada,Afghanistan,2002,February,11
Canada,Afghanistan,2002,March,3
Canada,Afghanistan,2002,April,3
Canada,Afghanistan,2002,May,6
Canada,Afghanistan,2002,June,5
Canada,Afghanistan,2002,July,2
Canada,Afghanistan,2002,August,8
Canada,Afghanistan,2002,September,7
Canada,Afghanistan,2002,October,17
Canada,Afghanistan,2002,November,3
Canada,Afghanistan,2002,December,10
Canada,Afghanistan,2003,January,1
Canada,Afghanistan,2003,February,12
Canada,Afghanistan,2003,March,5
Canada,Afghanistan,2003,April,11
Canada,Afghanistan,2003,May,7
Canada,Afghanistan,2003,June,6
Canada,Afghanistan,2003,July,13
Canada,Afghanistan,2003,August,15
Canada,Afghanistan,2003,September,12
Canada,Afghanistan,2003,October,15
Canada,Afghanistan,2003,November,19
Canada,Afghanistan,2003,December,5
Canada,Afghanistan,2004,January,12
Canada,Afghanistan,2004,February,5
Canada,Afghanistan,2004,March,15
Canada,Afghanistan,2004,April,8
Canada,Afghanistan,2004,May,6
Canada,Afghanistan,2004,June,12
Canada,Afghanistan,2004,July,3
Canada,Afghanistan,2004,August,10
Canada,Afghanistan,2004,September,18
Canada,Afghanistan,2004,October,12
Canada,Afghanistan,2004,November,15
Canada,Afghanistan,2004,December,12
Canada,Afghanistan,2005,January,17
Canada,Afghanistan,2005,February,15
Canada,Afghanistan,2005,March,4
Canada,Colombia,1999,January,29
Canada,Colombia,1999,February,34
Canada,Colombia,1999,March,53
Canada,Colombia,1999,April,45
Canada,Colombia,1999,May,49
Canada,Colombia,1999,June,53
Canada,Colombia,1999,July,50
Canada,Colombia,1999,August,51
Canada,Colombia,1999,September,61
Canada,Colombia,1999,October,86
Canada,Colombia,1999,November,60
Canada,Colombia,1999,December,83
Canada,Colombia,2000,January,60
Canada,Colombia,2000,February,90
Canada,Colombia,2000,March,95
Canada,Colombia,2000,April,52
Canada,Colombia,2000,May,90
Canada,Colombia,2000,June,84
Canada,Colombia,2000,July,114
Canada,Colombia,2000,August,140
Canada,Colombia,2000,September,114
Canada,Colombia,2000,October,153
Canada,Colombia,2000,November,142
Canada,Colombia,2000,December,126
Canada,Colombia,2001,January,85
Canada,Colombia,2001,February,122
Canada,Colombia,2001,March,149
Canada,Colombia,2001,April,103
Canada,Colombia,2001,May,123
Canada,Colombia,2001,June,205
Canada,Colombia,2001,July,147
Canada,Colombia,2001,August,108
Canada,Colombia,2001,September,134
Canada,Colombia,2001,October,149
Canada,Colombia,2001,November,184
Canada,Colombia,2001,December,144
Canada,Colombia,2002,January,175
Canada,Colombia,2002,February,178
Canada,Colombia,2002,March,180
Canada,Colombia,2002,April,216
Canada,Colombia,2002,May,260
Canada,Colombia,2002,June,476
Canada,Colombia,2002,July,223
Canada,Colombia,2002,August,157
Canada,Colombia,2002,September,172
Canada,Colombia,2002,October,175
Canada,Colombia,2002,November,145
Canada,Colombia,2002,December,180
Canada,Colombia,2003,January,123
Canada,Colombia,2003,February,140
Canada,Colombia,2003,March,158
Canada,Colombia,2003,April,215
Canada,Colombia,2003,May,172
Canada,Colombia,2003,June,118
Canada,Colombia,2003,July,170
Canada,Colombia,2003,August,140
Canada,Colombia,2003,September,212
Canada,Colombia,2003,October,172
Canada,Colombia,2003,November,209
Canada,Colombia,2003,December,182
Canada,Colombia,2004,January,238
Canada,Colombia,2004,February,248
Canada,Colombia,2004,March,208
Canada,Colombia,2004,April,200
Canada,Colombia,2004,May,267
Canada,Colombia,2004,June,251
Canada,Colombia,2004,July,331
Canada,Colombia,2004,August,331
Canada,Colombia,2004,September,233
Canada,Colombia,2004,October,274
Canada,Colombia,2004,November,232
Canada,Colombia,2004,December,818
Canada,Colombia,2005,January,157
Canada,Colombia,2005,February,126
Canada,Colombia,2005,March,54
Canada,Colombia,2005,April,63
Canada,Colombia,2005,May,69
Canada,Colombia,2005,June,83
Canada,Colombia,2005,July,114
Canada,Colombia,2005,August,68
Canada,Colombia,2005,September,90
Canada,Colombia,2005,October,94
Canada,Colombia,2005,November,75
Canada,Colombia,2005,December,124
Canada,Colombia,2006,January,91
Canada,Colombia,2006,February,74
Canada,Colombia,2006,March,122
Canada,Colombia,2006,April,110
Canada,Colombia,2006,May,98
Canada,Colombia,2006,June,94
Canada,Colombia,2006,July,87
Canada,Colombia,2006,August,134
Canada,Colombia,2006,September,108
Canada,Colombia,2006,October,160
Canada,Colombia,2006,November,180
Canada,Colombia,2006,December,115
Canada,Colombia,2007,January,141
Canada,Colombia,2007,February,99
Canada,Colombia,2007,March,156
Canada,Colombia,2007,April,103
Canada,Colombia,2007,May,143
Canada,Colombia,2007,June,138
Canada,Colombia,2007,July,175
Canada,Colombia,2007,August,225
Canada,Colombia,2007,September,306
Canada,Colombia,2007,October,393
Canada,Colombia,2007,November,410
Canada,Colombia,2007,December,288
Canada,Colombia,2008,January,286
Canada,Colombia,2008,February,225
Canada,Colombia,2008,March,248
Canada,Colombia,2008,April,257
Canada,Colombia,2008,May,206
Canada,Colombia,2008,June,266
Canada,Colombia,2008,July,284
Canada,Colombia,2008,August,269
Canada,Colombia,2008,September,246
Canada,Colombia,2008,October,293
Canada,Colombia,2008,November,259
Canada,Colombia,2008,December,230
Canada,Colombia,2009,January,216
Canada,Colombia,2009,February,200
Canada,Colombia,2009,March,217
Canada,Colombia,2009,April,230
Canada,Colombia,2009,May,153
Canada,Colombia,2009,June,159
Canada,Colombia,2009,July,224
Canada,Colombia,2009,August,168
Canada,Colombia,2009,September,189
Canada,Colombia,2009,October,208
Canada,Colombia,2009,November,168
Canada,Colombia,2009,December,160
Canada,Colombia,2010,January,146
Canada,Colombia,2010,February,144
Canada,Colombia,2010,March,114
Canada,Colombia,2010,April,112
Canada,Colombia,2010,May,114
Canada,Colombia,2010,June,119
Canada,Colombia,2010,July,101
Canada,Colombia,2010,August,129
Canada,Colombia,2010,September,112
Canada,Colombia,2010,October,88
Canada,Colombia,2010,November,80
Canada,Colombia,2010,December,95
Canada,Colombia,2011,January,70
Canada,Colombia,2011,February,68
Canada,Colombia,2011,March,89
Canada,Colombia,2011,April,94
Canada,Colombia,2011,May,70
Canada,Colombia,2011,June,73
Canada,Colombia,2011,July,73
Canada,Colombia,2011,August,75
Canada,Colombia,2011,September,67
Canada,Colombia,2011,October,64
Canada,Colombia,2011,November,79
Canada,Colombia,2011,December,70
Canada,Colombia,2012,January,52
Canada,Colombia,2012,February,52
Canada,Colombia,2012,March,69
Canada,Colombia,2012,April,58
Canada,Colombia,2012,May,67
Canada,Colombia,2012,June,64
Canada,Colombia,2012,July,48
Canada,Colombia,2012,August,53
Canada,Colombia,2012,September,56
Canada,Colombia,2012,October,37
Canada,Colombia,2012,November,100
Canada,Colombia,2012,December,68
Canada,Colombia,2013,January,34
Canada,Colombia,2013,February,48
Canada,Colombia,2013,March,52
Canada,Colombia,2013,April,43
Canada,Colombia,2013,May,27
Canada,Colombia,2013,June,36
Canada,Colombia,2013,July,59
Canada,Colombia,2013,August,61
Canada,Colombia,2013,September,69
Canada,Colombia,2013,October,48
Canada,Colombia,2013,November,47
Canada,Colombia,2013,December,73
Canada,Colombia,2014,January,44
Canada,Colombia,2014,February,60
Canada,Colombia,2014,March,40
Canada,Colombia,2014,April,40
Canada,Colombia,2014,May,50
Canada,Colombia,2014,June,35
Canada,Colombia,2014,July,42
Canada,Colombia,2014,August,69
Canada,Colombia,2014,September,34
Canada,Colombia,2014,October,49
Canada,Colombia,2014,November,50
Canada,Colombia,2014,December,66
Canada,Colombia,2015,January,47
Canada,Colombia,2015,February,53
Canada,Colombia,2015,March,64
Canada,Colombia,2015,April,77
Canada,Colombia,2015,May,59
Canada,Colombia,2015,June,26
Canada,Colombia,2015,July,51
Canada,Colombia,2015,August,73
Canada,Colombia,2015,September,74
Canada,Colombia,2015,October,55
Canada,Colombia,2015,November,50
Canada,Colombia,2015,December,72
Canada,Colombia,2016,January,62
Canada,Colombia,2016,February,62
Canada,Colombia,2016,March,53
Canada,Colombia,2016,April,51
Canada,Colombia,2016,May,59
Canada,Colombia,2016,June,56
Canada,Colombia,2016,July,67
Canada,Colombia,2016,August,59
Canada,Colombia,2016,September,61
Canada,Colombia,2016,October,69
Canada,Colombia,2016,November,103
Canada,Colombia,2016,December,146
Canada,Colombia,2017,January,54
Canada,Colombia,2017,February,94
Canada,Colombia,2017,March,136
Canada,Colombia,2017,April,98
Canada,Colombia,2017,May,144
Canada,Colombia,2017,June,107
Canada,Colombia,2017,July,110
Canada,Colombia,2017,August,139
Canada,Colombia,2017,September,140
Canada,Colombia,2017,October,130
Canada,Colombia,2017,November,111
Canada,Colombia,2017,December,150
Canada,Colombia,2018,January,111
Canada,Colombia,2018,February,152
Canada,Colombia,2018,March,214
Canada,Colombia,2018,April,174
Canada,El Salvador,1999,January,26
Canada,El Salvador,1999,February,15
Canada,El Salvador,1999,March,25
Canada,El Salvador,1999,April,21
Canada,El Salvador,1999,May,30
Canada,El Salvador,1999,June,32
Canada,El Salvador,1999,July,25
Canada,El Salvador,1999,August,28
Canada,El Salvador,1999,September,12
Canada,El Salvador,1999,October,23
Canada,El Salvador,1999,November,23
Canada,El Salvador,1999,December,31
Canada,El Salvador,2000,January,20
Canada,El Salvador,2000,February,28
Canada,El Salvador,2000,March,17
Canada,El Salvador,2000,April,16
Canada,El Salvador,2000,May,20
Canada,El Salvador,2000,June,26
Canada,El Salvador,2000,July,16
Canada,El Salvador,2000,August,26
Canada,El Salvador,2000,September,20
Canada,El Salvador,2000,October,31
Canada,El Salvador,2000,November,22
Canada,El Salvador,2000,December,26
Canada,El Salvador,2001,January,16
Canada,El Salvador,2001,February,41
Canada,El Salvador,2001,March,42
Canada,El Salvador,2001,April,46
Canada,El Salvador,2001,May,72
Canada,El Salvador,2001,June,69
Canada,El Salvador,2001,July,52
Canada,El Salvador,2001,August,48
Canada,El Salvador,2001,September,32
Canada,El Salvador,2001,October,38
Canada,El Salvador,2001,November,33
Canada,El Salvador,2001,December,46
Canada,El Salvador,2002,January,25
Canada,El Salvador,2002,February,24
Canada,El Salvador,2002,March,17
Canada,El Salvador,2002,April,19
Canada,El Salvador,2002,May,22
Canada,El Salvador,2002,June,28
Canada,El Salvador,2002,July,17
Canada,El Salvador,2002,August,18
Canada,El Salvador,2002,September,25
Canada,El Salvador,2002,October,34
Canada,El Salvador,2002,November,43
Canada,El Salvador,2002,December,15
Canada,El Salvador,2003,January,16
Canada,El Salvador,2003,February,21
Canada,El Salvador,2003,March,18
Canada,El Salvador,2003,April,24
Canada,El Salvador,2003,May,13
Canada,El Salvador,2003,June,14
Canada,El Salvador,2003,July,12
Canada,El Salvador,2003,August,20
Canada,El Salvador,2003,September,20
Canada,El Salvador,2003,October,12
Canada,El Salvador,2003,November,26
Canada,El Salvador,2003,December,6
Canada,El Salvador,2004,January,6
Canada,El Salvador,2004,February,13
Canada,El Salvador,2004,March,13
Canada,El Salvador,2004,April,14
Canada,El Salvador,2004,May,11
Canada,El Salvador,2004,June,21
Canada,El Salvador,2004,July,10
Canada,El Salvador,2004,August,14
Canada,El Salvador,2004,September,18
Canada,El Salvador,2004,October,11
Canada,El Salvador,2004,November,19
Canada,El Salvador,2004,December,27
Canada,El Salvador,2005,January,5
Canada,El Salvador,2005,February,21
Canada,El Salvador,2005,March,7
Canada,El Salvador,2005,April,13
Canada,El Salvador,2005,May,8
Canada,El Salvador,2005,June,17
Canada,El Salvador,2005,July,3
Canada,El Salvador,2005,August,13
Canada,El Salvador,2005,September,31
Canada,El Salvador,2005,October,15
Canada,El Salvador,2005,November,16
Canada,El Salvador,2005,December,19
Canada,El Salvador,2006,January,18
Canada,El Salvador,2006,February,22
Canada,El Salvador,2006,March,21
Canada,El Salvador,2006,April,17
Canada,El Salvador,2006,May,20
Canada,El Salvador,2006,June,18
Canada,El Salvador,2006,July,24
Canada,El Salvador,2006,August,22
Canada,El Salvador,2006,September,32
Canada,El Salvador,2006,October,27
Canada,El Salvador,2006,November,26
Canada,El Salvador,2006,December,31
Canada,El Salvador,2007,January,30
Canada,El Salvador,2007,February,21
Canada,El Salvador,2007,March,17
Canada,El Salvador,2007,April,13
Canada,El Salvador,2007,May,16
Canada,El Salvador,2007,June,23
Canada,El Salvador,2007,July,21
Canada,El Salvador,2007,August,43
Canada,El Salvador,2007,September,49
Canada,El Salvador,2007,October,29
Canada,El Salvador,2007,November,51
Canada,El Salvador,2007,December,24
Canada,El Salvador,2008,January,28
Canada,El Salvador,2008,February,43
Canada,El Salvador,2008,March,54
Canada,El Salvador,2008,April,59
Canada,El Salvador,2008,May,40
Canada,El Salvador,2008,June,42
Canada,El Salvador,2008,July,40
Canada,El Salvador,2008,August,65
Canada,El Salvador,2008,September,64
Canada,El Salvador,2008,October,60
Canada,El Salvador,2008,November,42
Canada,El Salvador,2008,December,66
Canada,El Salvador,2009,January,61
Canada,El Salvador,2009,February,33
Canada,El Salvador,2009,March,50
Canada,El Salvador,2009,April,48
Canada,El Salvador,2009,May,39
Canada,El Salvador,2009,June,23
Canada,El Salvador,2009,July,55
Canada,El Salvador,2009,August,50
Canada,El Salvador,2009,September,50
Canada,El Salvador,2009,October,53
Canada,El Salvador,2009,November,49
Canada,El Salvador,2009,December,39
Canada,El Salvador,2010,January,36
Canada,El Salvador,2010,February,41
Canada,El Salvador,2010,March,46
Canada,El Salvador,2010,April,31
Canada,El Salvador,2010,May,34
Canada,El Salvador,2010,June,44
Canada,El Salvador,2010,July,41
Canada,El Salvador,2010,August,58
Canada,El Salvador,2010,September,56
Canada,El Salvador,2010,October,35
Canada,El Salvador,2010,November,56
Canada,El Salvador,2010,December,47
Canada,El Salvador,2011,January,32
Canada,El Salvador,2011,February,40
Canada,El Salvador,2011,March,20
Canada,El Salvador,2011,April,17
Canada,El Salvador,2011,May,27
Canada,El Salvador,2011,June,49
Canada,El Salvador,2011,July,35
Canada,El Salvador,2011,August,54
Canada,El Salvador,2011,September,43
Canada,El Salvador,2011,October,37
Canada,El Salvador,2011,November,42
Canada,El Salvador,2011,December,33
Canada,El Salvador,2012,January,18
Canada,El Salvador,2012,February,31
Canada,El Salvador,2012,March,28
Canada,El Salvador,2012,April,41
Canada,El Salvador,2012,May,46
Canada,El Salvador,2012,June,56
Canada,El Salvador,2012,July,32
Canada,El Salvador,2012,August,13
Canada,El Salvador,2012,September,14
Canada,El Salvador,2012,October,23
Canada,El Salvador,2012,November,41
Canada,El Salvador,2012,December,19
Canada,El Salvador,2013,January,6
Canada,El Salvador,2013,February,3
Canada,El Salvador,2013,March,5
Canada,El Salvador,2013,April,13
Canada,El Salvador,2013,May,9
Canada,El Salvador,2013,June,1
Canada,El Salvador,2013,July,15
Canada,El Salvador,2013,August,17
Canada,El Salvador,2013,September,8
Canada,El Salvador,2013,October,12
Canada,El Salvador,2013,November,3
Canada,El Salvador,2013,December,8
Canada,El Salvador,2014,January,20
Canada,El Salvador,2014,February,9
Canada,El Salvador,2014,March,5
Canada,El Salvador,2014,April,11
Canada,El Salvador,2014,May,10
Canada,El Salvador,2014,June,9
Canada,El Salvador,2014,July,8
Canada,El Salvador,2014,August,5
Canada,El Salvador,2014,September,21
Canada,El Salvador,2014,October,17
Canada,El Salvador,2014,November,27
Canada,El Salvador,2014,December,9
Canada,El Salvador,2015,January,4
Canada,El Salvador,2015,February,16
Canada,El Salvador,2015,March,10
Canada,El Salvador,2015,April,13
Canada,El Salvador,2015,May,13
Canada,El Salvador,2015,June,7
Canada,El Salvador,2015,July,13
Canada,El Salvador,2015,August,14
Canada,El Salvador,2015,September,25
Canada,El Salvador,2015,October,20
Canada,El Salvador,2015,November,25
Canada,El Salvador,2015,December,20
Canada,El Salvador,2016,January,15
Canada,El Salvador,2016,February,14
Canada,El Salvador,2016,March,16
Canada,El Salvador,2016,April,16
Canada,El Salvador,2016,May,20
Canada,El Salvador,2016,June,21
Canada,El Salvador,2016,July,28
Canada,El Salvador,2016,August,25
Canada,El Salvador,2016,September,18
Canada,El Salvador,2016,October,22
Canada,El Salvador,2016,November,44
Canada,El Salvador,2016,December,21
Canada,El Salvador,2017,January,18
Canada,El Salvador,2017,February,41
Canada,El Salvador,2017,March,117
Canada,El Salvador,2017,April,106
Canada,El Salvador,2017,May,84
Canada,El Salvador,2017,June,61
Canada,El Salvador,2017,July,68
Canada,El Salvador,2017,August,58
Canada,El Salvador,2017,September,62
Canada,El Salvador,2017,October,61
Canada,El Salvador,2017,November,61
Canada,El Salvador,2017,December,20
Canada,El Salvador,2018,January,52
Canada,El Salvador,2018,February,33
Canada,El Salvador,2018,March,53
Canada,El Salvador,2018,April,53
Canada,Sudan,1999,January,12
Canada,Sudan,1999,February,18
Canada,Sudan,1999,March,29
Canada,Sudan,1999,April,12
Canada,Sudan,1999,May,18
Canada,Sudan,1999,June,22
Canada,Sudan,1999,July,39
Canada,Sudan,1999,August,52
Canada,Sudan,1999,September,39
Canada,Sudan,1999,October,38
Canada,Sudan,1999,November,40
Canada,Sudan,1999,December,25
Canada,Sudan,2000,January,29
Canada,Sudan,2000,February,17
Canada,Sudan,2000,March,13
Canada,Sudan,2000,April,10
Canada,Sudan,2000,May,28
Canada,Sudan,2000,June,23
Canada,Sudan,2000,July,54
Canada,Sudan,2000,August,58
Canada,Sudan,2000,September,53
Canada,Sudan,2000,October,60
Canada,Sudan,2000,November,21
Canada,Sudan,2000,December,13
Canada,Sudan,2001,January,46
Canada,Sudan,2001,February,20
Canada,Sudan,2001,March,35
Canada,Sudan,2001,April,9
Canada,Sudan,2001,May,14
Canada,Sudan,2001,June,38
Canada,Sudan,2001,July,55
Canada,Sudan,2001,August,43
Canada,Sudan,2001,September,53
Canada,Sudan,2001,October,30
Canada,Sudan,2001,November,26
Canada,Sudan,2001,December,12
Canada,Sudan,2002,January,12
Canada,Sudan,2002,February,20
Canada,Sudan,2002,March,9
Canada,Sudan,2002,April,8
Canada,Sudan,2002,May,10
Canada,Sudan,2002,June,24
Canada,Sudan,2002,July,18
Canada,Sudan,2002,August,15
Canada,Sudan,2002,September,13
Canada,Sudan,2002,October,19
Canada,Sudan,2002,November,8
Canada,Sudan,2002,December,14
Canada,Sudan,2003,January,7
Canada,Sudan,2003,February,10
Canada,Sudan,2003,March,7
Canada,Sudan,2003,April,5
Canada,Sudan,2003,May,7
Canada,Sudan,2003,June,14
Canada,Sudan,2003,July,6
Canada,Sudan,2003,August,9
Canada,Sudan,2003,September,8
Canada,Sudan,2003,October,26
Canada,Sudan,2003,November,14
Canada,Sudan,2003,December,5
Canada,Sudan,2004,January,6
Canada,Sudan,2004,February,7
Canada,Sudan,2004,March,5
Canada,Sudan,2004,April,4
Canada,Sudan,2004,May,7
Canada,Sudan,2004,June,9
Canada,Sudan,2004,July,3
Canada,Sudan,2004,August,8
Canada,Sudan,2004,September,5
Canada,Sudan,2004,October,7
Canada,Sudan,2004,November,5
Canada,Sudan,2004,December,3
Canada,Sudan,2005,January,4
Canada,Sudan,2005,February,3
Canada,Sudan,2005,March,2
Canada,Sudan,2005,April,2
Canada,Sudan,2005,May,3
Canada,Sudan,2005,June,1
Canada,Sudan,2005,July,6
Canada,Sudan,2005,August,5
Canada,Sudan,2005,September,3
Canada,Sudan,2005,November,5
Canada,Sudan,2005,December,3
Canada,Sudan,2006,January,4
Canada,Sudan,2006,February,2
Canada,Sudan,2006,March,4
Canada,Sudan,2006,April,3
Canada,Sudan,2006,May,6
Canada,Sudan,2006,June,3
Canada,Sudan,2006,July,3
Canada,Sudan,2006,August,7
Canada,Sudan,2006,September,4
Canada,Sudan,2006,October,5
Canada,Sudan,2006,November,4
Canada,Sudan,2006,December,5
Canada,Sudan,2007,January,5
Canada,Sudan,2007,February,1
Canada,Sudan,2007,March,5
Canada,Sudan,2007,April,1
Canada,Sudan,2007,May,6
Canada,Sudan,2007,June,5
Canada,Sudan,2007,July,5
Canada,Sudan,2007,August,4
Canada,Sudan,2007,September,4
Canada,Sudan,2007,October,2
Canada,Sudan,2007,November,9
Canada,Sudan,2007,December,2
Canada,Sudan,2008,January,8
Canada,Sudan,2008,February,6
Canada,Sudan,2008,April,2
Canada,Sudan,2008,May,3
Canada,Sudan,2008,June,2
Canada,Sudan,2008,July,1
Canada,Sudan,2008,August,5
Canada,Sudan,2008,September,5
Canada,Sudan,2008,October,4
Canada,Sudan,2008,December,1
Canada,Sudan,2009,January,3
Canada,Sudan,2009,February,2
Canada,Sudan,2009,March,1
Canada,Sudan,2009,May,3
Canada,Sudan,2009,June,6
Canada,Sudan,2009,July,3
Canada,Sudan,2009,August,3
Canada,Sudan,2009,September,3
Canada,Sudan,2009,November,2
Canada,Sudan,2010,January,8
Canada,Sudan,2010,February,1
Canada,Sudan,2010,March,1
Canada,Sudan,2010,April,3
Canada,Sudan,2010,May,2
Canada,Sudan,2010,June,4
