Date,D4,D3,D2,D1,D0,None
07/03/2001,0.00,0.00,1.85,17.05,50.68,49.32
06/26/2001,0.00,0.00,6.77,30.00,69.37,30.63
06/19/2001,0.00,0.00,6.77,30.00,69.37,30.63
06/12/2001,0.00,0.21,23.24,59.22,87.89,12.11
06/05/2001,0.00,3.86,36.02,85.70,99.19,0.81
05/29/2001,0.00,0.13,38.88,96.48,100.00,0.00
05/22/2001,0.00,0.53,39.38,96.49,100.00,0.00
05/15/2001,0.00,0.53,39.14,96.49,100.00,0.00
05/08/2001,0.00,0.53,11.20,82.40,100.00,0.00
05/01/2001,0.00,0.06,3.97,69.45,88.07,11.93
04/24/2001,0.00,0.06,2.39,73.86,87.77,12.23
04/17/2001,0.00,0.06,1.82,73.86,87.35,12.65
04/10/2001,0.00,0.00,1.82,70.49,87.74,12.26
04/03/2001,0.00,0.00,1.82,78.41,99.05,0.95
03/27/2001,0.00,0.00,7.76,84.59,98.59,1.41
03/20/2001,0.00,0.00,7.76,86.69,98.08,1.92
03/13/2001,0.00,0.03,10.50,94.50,100.00,0.00
03/06/2001,0.00,0.15,35.34,94.63,100.00,0.00
02/27/2001,0.00,0.48,43.50,99.92,100.00,0.00
02/20/2001,0.00,1.49,43.55,99.92,100.00,0.00
02/13/2001,0.00,0.34,41.78,93.56,99.95,0.05
02/06/2001,0.00,0.00,38.02,80.08,99.95,0.05
01/30/2001,0.00,0.00,38.02,77.10,99.95,0.05
01/23/2001,0.00,0.00,38.02,76.96,98.19,1.81
01/16/2001,0.00,0.17,41.46,78.97,96.67,3.33
01/09/2001,0.00,0.17,41.46,78.97,96.67,3.33
01/02/2001,0.00,0.00,43.83,78.97,96.67,3.33
12/26/2000,0.00,0.00,57.75,85.26,96.67,3.33
12/19/2000,0.00,0.00,60.15,88.12,96.69,3.31
12/12/2000,0.00,0.00,71.16,87.69,96.68,3.32
12/05/2000,0.00,0.00,71.16,88.46,100.00,0.00
11/28/2000,0.00,0.00,72.09,88.46,100.00,0.00
11/21/2000,0.00,6.15,77.04,91.78,100.00,0.00
11/14/2000,0.00,53.39,78.44,90.13,100.00,0.00
11/07/2000,0.00,54.45,78.44,90.12,100.00,0.00
10/31/2000,0.00,54.45,78.44,89.91,100.00,0.00
10/24/2000,0.00,14.41,59.41,79.83,100.00,0.00
10/17/2000,0.00,18.14,49.93,78.72,90.68,9.32
10/10/2000,0.00,11.30,49.96,74.27,85.68,14.32
10/03/2000,0.00,10.68,49.96,74.27,85.61,14.39
09/26/2000,0.00,10.68,49.79,74.27,85.61,14.39
09/19/2000,0.00,42.91,65.63,77.72,85.76,14.24
09/12/2000,0.00,44.46,73.62,83.28,92.27,7.73
09/05/2000,3.27,40.14,74.87,87.16,98.26,1.74
08/29/2000,20.16,53.25,76.47,88.20,98.26,1.74
08/22/2000,20.16,54.17,76.47,88.31,98.10,1.90
08/15/2000,21.67,53.70,78.72,92.89,100.00,0.00
08/08/2000,18.51,55.60,81.28,99.72,100.00,0.00
08/01/2000,27.58,73.04,93.80,100.00,100.00,0.00
07/25/2000,32.02,76.24,95.86,100.00,100.00,0.00
07/18/2000,35.28,86.02,99.27,100.00,100.00,0.00
07/11/2000,44.81,83.71,98.40,100.00,100.00,0.00
07/04/2000,37.29,73.98,96.99,100.00,100.00,0.00
06/27/2000,48.85,86.01,99.97,100.00,100.00,0.00
06/20/2000,47.88,88.92,99.87,100.00,100.00,0.00
06/13/2000,42.83,89.59,99.87,100.00,100.00,0.00
06/06/2000,0.00,44.84,91.05,100.00,100.00,0.00
05/30/2000,0.00,42.12,90.72,100.00,100.00,0.00
05/23/2000,0.00,27.18,83.88,99.19,100.00,0.00
05/16/2000,0.00,27.18,84.12,96.84,100.00,0.00
05/09/2000,0.00,0.00,55.82,95.61,100.00,0.00
05/02/2000,0.00,0.00,54.10,95.10,99.83,0.17
04/25/2000,0.00,0.00,54.10,95.10,99.83,0.17
04/18/2000,0.00,0.00,67.18,98.83,99.75,0.25
04/11/2000,0.00,0.00,38.86,99.30,100.00,0.00
04/04/2000,0.00,0.00,38.86,99.08,100.00,0.00
03/28/2000,0.00,0.00,57.53,100.00,100.00,0.00
03/21/2000,0.00,0.00,66.21,100.00,100.00,0.00
03/14/2000,0.00,0.00,64.60,100.00,100.00,0.00
03/07/2000,0.00,0.00,64.60,100.00,100.00,0.00
02/29/2000,0.00,0.00,63.89,99.98,100.00,0.00
02/22/2000,0.00,0.00,38.71,99.16,100.00,0.00
02/15/2000,0.00,0.00,41.50,99.90,100.00,0.00
02/08/2000,0.00,0.00,41.50,99.90,100.00,0.00
02/01/2000,0.00,0.00,41.25,99.89,100.00,0.00
01/25/2000,0.00,0.00,56.03,100.00,100.00,0.00
01/18/2000,0.00,0.00,57.23,100.00,100.00,0.00
01/11/2000,0.00,0.00,57.23,100.00,100.00,0.00
01/04/2000,0.00,0.00,68.52,100.00,100.00,0.00
