,destination,Origin,applied,accepted,Rejected,decisions,Year,Month,Value,deaths,last_month,two_months_ago,next_month,two_months_later
161,France,Afghanistan,201.0,59.0,82.0,144.0,2007.0,October,29.0,7017,8.0,19.0,9.0,32.0
162,France,Afghanistan,201.0,59.0,82.0,144.0,2007.0,November,9.0,7017,29.0,8.0,32.0,16.0
163,France,Afghanistan,201.0,59.0,82.0,144.0,2007.0,December,32.0,7017,9.0,29.0,16.0,12.0
224,France,Afghanistan,281.0,90.0,146.0,250.0,2008.0,January,16.0,5945,32.0,9.0,12.0,16.0
225,France,Afghanistan,281.0,90.0,146.0,250.0,2008.0,February,12.0,5945,16.0,32.0,16.0,24.0
226,France,Afghanistan,281.0,90.0,146.0,250.0,2008.0,March,16.0,5945,12.0,16.0,24.0,14.0
227,France,Afghanistan,281.0,90.0,146.0,250.0,2008.0,April,24.0,5945,16.0,12.0,14.0,15.0
228,France,Afghanistan,281.0,90.0,146.0,250.0,2008.0,May,14.0,5945,24.0,16.0,15.0,14.0
229,France,Afghanistan,281.0,90.0,146.0,250.0,2008.0,June,15.0,5945,14.0,24.0,14.0,24.0
230,France,Afghanistan,281.0,90.0,146.0,250.0,2008.0,July,14.0,5945,15.0,14.0,24.0,31.0
231,France,Afghanistan,281.0,90.0,146.0,250.0,2008.0,August,24.0,5945,14.0,15.0,31.0,31.0
232,France,Afghanistan,281.0,90.0,146.0,250.0,2008.0,September,31.0,5945,24.0,14.0,31.0,26.0
233,France,Afghanistan,281.0,90.0,146.0,250.0,2008.0,October,31.0,5945,31.0,24.0,26.0,40.0
234,France,Afghanistan,281.0,90.0,146.0,250.0,2008.0,November,26.0,5945,31.0,31.0,40.0,22.0
235,France,Afghanistan,281.0,90.0,146.0,250.0,2008.0,December,40.0,5945,26.0,31.0,22.0,29.0
304,France,Afghanistan,715.0,139.0,227.0,394.0,2009.0,January,22.0,6831,40.0,26.0,29.0,29.0
305,France,Afghanistan,715.0,139.0,227.0,394.0,2009.0,February,29.0,6831,22.0,40.0,29.0,46.0
306,France,Afghanistan,715.0,139.0,227.0,394.0,2009.0,March,29.0,6831,29.0,22.0,46.0,54.0
307,France,Afghanistan,715.0,139.0,227.0,394.0,2009.0,April,46.0,6831,29.0,29.0,54.0,56.0
308,France,Afghanistan,715.0,139.0,227.0,394.0,2009.0,May,54.0,6831,46.0,29.0,56.0,80.0
309,France,Afghanistan,715.0,139.0,227.0,394.0,2009.0,June,56.0,6831,54.0,46.0,80.0,43.0
310,France,Afghanistan,715.0,139.0,227.0,394.0,2009.0,July,80.0,6831,56.0,54.0,43.0,74.0
311,France,Afghanistan,715.0,139.0,227.0,394.0,2009.0,August,43.0,6831,80.0,56.0,74.0,128.0
312,France,Afghanistan,715.0,139.0,227.0,394.0,2009.0,September,74.0,6831,43.0,80.0,128.0,54.0
313,France,Afghanistan,715.0,139.0,227.0,394.0,2009.0,October,128.0,6831,74.0,43.0,54.0,73.0
314,France,Afghanistan,715.0,139.0,227.0,394.0,2009.0,November,54.0,6831,128.0,74.0,73.0,38.0
315,France,Afghanistan,715.0,139.0,227.0,394.0,2009.0,December,73.0,6831,54.0,128.0,38.0,80.0
386,France,Afghanistan,794.0,178.0,297.0,539.0,2010.0,January,38.0,7342,73.0,54.0,80.0,59.0
387,France,Afghanistan,794.0,178.0,297.0,539.0,2010.0,February,80.0,7342,38.0,73.0,59.0,79.0
388,France,Afghanistan,794.0,178.0,297.0,539.0,2010.0,March,59.0,7342,80.0,38.0,79.0,64.0
389,France,Afghanistan,794.0,178.0,297.0,539.0,2010.0,April,79.0,7342,59.0,80.0,64.0,82.0
390,France,Afghanistan,794.0,178.0,297.0,539.0,2010.0,May,64.0,7342,79.0,59.0,82.0,74.0
391,France,Afghanistan,794.0,178.0,297.0,539.0,2010.0,June,82.0,7342,64.0,79.0,74.0,69.0
392,France,Afghanistan,794.0,178.0,297.0,539.0,2010.0,July,74.0,7342,82.0,64.0,69.0,55.0
393,France,Afghanistan,794.0,178.0,297.0,539.0,2010.0,August,69.0,7342,74.0,82.0,55.0,45.0
394,France,Afghanistan,794.0,178.0,297.0,539.0,2010.0,September,55.0,7342,69.0,74.0,45.0,69.0
395,France,Afghanistan,794.0,178.0,297.0,539.0,2010.0,October,45.0,7342,55.0,69.0,69.0,56.0
396,France,Afghanistan,794.0,178.0,297.0,539.0,2010.0,November,69.0,7342,45.0,55.0,56.0,40.0
397,France,Afghanistan,794.0,178.0,297.0,539.0,2010.0,December,56.0,7342,69.0,45.0,40.0,44.0
470,France,Afghanistan,681.0,166.0,422.0,783.0,2011.0,January,40.0,10226,56.0,69.0,44.0,52.0
471,France,Afghanistan,681.0,166.0,422.0,783.0,2011.0,February,44.0,10226,40.0,56.0,52.0,75.0
472,France,Afghanistan,681.0,166.0,422.0,783.0,2011.0,March,52.0,10226,44.0,40.0,75.0,53.0
473,France,Afghanistan,681.0,166.0,422.0,783.0,2011.0,April,75.0,10226,52.0,44.0,53.0,58.0
474,France,Afghanistan,681.0,166.0,422.0,783.0,2011.0,May,53.0,10226,75.0,52.0,58.0,50.0
475,France,Afghanistan,681.0,166.0,422.0,783.0,2011.0,June,58.0,10226,53.0,75.0,50.0,54.0
476,France,Afghanistan,681.0,166.0,422.0,783.0,2011.0,July,50.0,10226,58.0,53.0,54.0,63.0
477,France,Afghanistan,681.0,166.0,422.0,783.0,2011.0,August,54.0,10226,50.0,58.0,63.0,42.0
478,France,Afghanistan,681.0,166.0,422.0,783.0,2011.0,September,63.0,10226,54.0,50.0,42.0,45.0
479,France,Afghanistan,681.0,166.0,422.0,783.0,2011.0,October,42.0,10226,63.0,54.0,45.0,75.0
480,France,Afghanistan,681.0,166.0,422.0,783.0,2011.0,November,45.0,10226,42.0,63.0,75.0,45.0
481,France,Afghanistan,681.0,166.0,422.0,783.0,2011.0,December,75.0,10226,45.0,42.0,45.0,57.0
553,France,Afghanistan,887.0,183.0,434.0,918.0,2012.0,January,45.0,7953,75.0,45.0,57.0,33.0
554,France,Afghanistan,887.0,183.0,434.0,918.0,2012.0,February,57.0,7953,45.0,75.0,33.0,31.0
555,France,Afghanistan,887.0,183.0,434.0,918.0,2012.0,March,33.0,7953,57.0,45.0,31.0,34.0
556,France,Afghanistan,887.0,183.0,434.0,918.0,2012.0,April,31.0,7953,33.0,57.0,34.0,43.0
557,France,Afghanistan,887.0,183.0,434.0,918.0,2012.0,May,34.0,7953,31.0,33.0,43.0,63.0
558,France,Afghanistan,887.0,183.0,434.0,918.0,2012.0,June,43.0,7953,34.0,31.0,63.0,42.0
559,France,Afghanistan,887.0,183.0,434.0,918.0,2012.0,July,63.0,7953,43.0,34.0,42.0,21.0
560,France,Afghanistan,887.0,183.0,434.0,918.0,2012.0,August,42.0,7953,63.0,43.0,21.0,60.0
561,France,Afghanistan,887.0,183.0,434.0,918.0,2012.0,September,21.0,7953,42.0,63.0,60.0,38.0
562,France,Afghanistan,887.0,183.0,434.0,918.0,2012.0,October,60.0,7953,21.0,42.0,38.0,55.0
563,France,Afghanistan,887.0,183.0,434.0,918.0,2012.0,November,38.0,7953,60.0,21.0,55.0,57.0
564,France,Afghanistan,887.0,183.0,434.0,918.0,2012.0,December,55.0,7953,38.0,60.0,57.0,26.0
636,France,Afghanistan,870.0,232.0,329.0,990.0,2013.0,January,57.0,8086,55.0,38.0,26.0,54.0
637,France,Afghanistan,870.0,232.0,329.0,990.0,2013.0,February,26.0,8086,57.0,55.0,54.0,47.0
638,France,Afghanistan,870.0,232.0,329.0,990.0,2013.0,March,54.0,8086,26.0,57.0,47.0,38.0
639,France,Afghanistan,870.0,232.0,329.0,990.0,2013.0,April,47.0,8086,54.0,26.0,38.0,56.0
640,France,Afghanistan,870.0,232.0,329.0,990.0,2013.0,May,38.0,8086,47.0,54.0,56.0,45.0
641,France,Afghanistan,870.0,232.0,329.0,990.0,2013.0,June,56.0,8086,38.0,47.0,45.0,37.0
642,France,Afghanistan,870.0,232.0,329.0,990.0,2013.0,July,45.0,8086,56.0,38.0,37.0,25.0
643,France,Afghanistan,870.0,232.0,329.0,990.0,2013.0,August,37.0,8086,45.0,56.0,25.0,44.0
644,France,Afghanistan,870.0,232.0,329.0,990.0,2013.0,September,25.0,8086,37.0,45.0,44.0,52.0
645,France,Afghanistan,870.0,232.0,329.0,990.0,2013.0,October,44.0,8086,25.0,37.0,52.0,45.0
646,France,Afghanistan,870.0,232.0,329.0,990.0,2013.0,November,52.0,8086,44.0,25.0,45.0,63.0
647,France,Afghanistan,870.0,232.0,329.0,990.0,2013.0,December,45.0,8086,52.0,44.0,63.0,45.0
711,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,January,63.0,12346,45.0,52.0,45.0,53.0
712,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,February,45.0,12346,63.0,45.0,53.0,59.0
713,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,March,53.0,12346,45.0,63.0,59.0,52.0
714,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,April,59.0,12346,53.0,45.0,52.0,58.0
715,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,May,52.0,12346,59.0,53.0,58.0,48.0
716,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,June,58.0,12346,52.0,59.0,48.0,39.0
717,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,July,48.0,12346,58.0,52.0,39.0,48.0
718,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,August,39.0,12346,48.0,58.0,48.0,50.0
719,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,September,48.0,12346,39.0,48.0,50.0,46.0
720,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,October,50.0,12346,48.0,39.0,46.0,44.0
721,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,November,46.0,12346,50.0,48.0,44.0,45.0
722,France,Afghanistan,824.0,307.0,176.0,895.0,2014.0,December,44.0,12346,46.0,50.0,45.0,54.0
784,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,January,45.0,19209,44.0,46.0,54.0,86.0
785,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,February,54.0,19209,45.0,44.0,86.0,76.0
786,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,March,86.0,19209,54.0,45.0,76.0,40.0
787,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,April,76.0,19209,86.0,54.0,40.0,88.0
788,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,May,40.0,19209,76.0,86.0,88.0,83.0
789,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,June,88.0,19209,40.0,76.0,83.0,95.0
790,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,July,83.0,19209,88.0,40.0,95.0,234.0
791,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,August,95.0,19209,83.0,88.0,234.0,374.0
792,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,September,234.0,19209,95.0,83.0,374.0,416.0
793,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,October,374.0,19209,234.0,95.0,416.0,862.0
794,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,November,416.0,19209,374.0,234.0,862.0,575.0
795,France,Afghanistan,2654.0,229.0,179.0,806.0,2015.0,December,862.0,19209,416.0,374.0,575.0,497.0
860,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,January,575.0,18317,862.0,416.0,497.0,513.0
861,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,February,497.0,18317,575.0,862.0,513.0,483.0
862,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,March,513.0,18317,497.0,575.0,483.0,435.0
863,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,April,483.0,18317,513.0,497.0,435.0,507.0
864,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,May,435.0,18317,483.0,513.0,507.0,432.0
865,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,June,507.0,18317,435.0,483.0,432.0,501.0
866,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,July,432.0,18317,507.0,435.0,501.0,521.0
867,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,August,501.0,18317,432.0,507.0,521.0,524.0
868,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,September,521.0,18317,501.0,432.0,524.0,478.0
869,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,October,524.0,18317,521.0,501.0,478.0,478.0
870,France,Afghanistan,6757.0,793.0,860.0,4283.0,2016.0,November,478.0,18317,524.0,521.0,478.0,425.0
937,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,January,478.0,19412,478.0,524.0,425.0,591.0
938,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,February,425.0,19412,478.0,478.0,591.0,581.0
939,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,March,591.0,19412,425.0,478.0,581.0,567.0
940,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,April,581.0,19412,591.0,425.0,567.0,487.0
941,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,May,567.0,19412,581.0,591.0,487.0,524.0
942,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,June,487.0,19412,567.0,581.0,524.0,462.0
943,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,July,524.0,19412,487.0,567.0,462.0,469.0
944,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,August,462.0,19412,524.0,487.0,469.0,578.0
945,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,September,469.0,19412,462.0,524.0,578.0,625.0
946,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,October,578.0,19412,469.0,462.0,625.0,800.0
947,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,November,625.0,19412,578.0,469.0,800.0,15.0
948,France,Afghanistan,8083.0,805.0,1356.0,7447.0,2017.0,December,800.0,19412,625.0,578.0,15.0,22.0
1014,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,January,15.0,5235,800.0,625.0,22.0,22.0
1015,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,February,22.0,5235,15.0,800.0,22.0,11.0
1016,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,March,22.0,5235,22.0,15.0,11.0,27.0
1017,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,April,11.0,5235,22.0,22.0,27.0,21.0
1018,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,May,27.0,5235,11.0,22.0,21.0,26.0
1019,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,June,21.0,5235,27.0,11.0,26.0,23.0
1020,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,July,26.0,5235,21.0,27.0,23.0,16.0
1021,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,August,23.0,5235,26.0,21.0,16.0,27.0
1022,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,September,16.0,5235,23.0,26.0,27.0,10.0
1023,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,October,27.0,5235,16.0,23.0,10.0,20.0
1024,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,November,10.0,5235,27.0,16.0,20.0,17.0
1025,France,Afghanistan,244.0,156.0,48.0,204.0,2000.0,December,20.0,5235,10.0,27.0,17.0,32.0
1085,France,Afghanistan,270.0,194.0,95.0,289.0,2001.0,January,17.0,5308,20.0,10.0,32.0,28.0
1086,France,Afghanistan,270.0,194.0,95.0,289.0,2001.0,February,32.0,5308,17.0,20.0,28.0,24.0
1087,France,Afghanistan,270.0,194.0,95.0,289.0,2001.0,March,28.0,5308,32.0,17.0,24.0,22.0
1088,France,Afghanistan,270.0,194.0,95.0,289.0,2001.0,April,24.0,5308,28.0,32.0,22.0,11.0
1089,France,Afghanistan,270.0,194.0,95.0,289.0,2001.0,May,22.0,5308,24.0,28.0,11.0,32.0
1090,France,Afghanistan,270.0,194.0,95.0,289.0,2001.0,June,11.0,5308,22.0,24.0,32.0,18.0
1091,France,Afghanistan,270.0,194.0,95.0,289.0,2001.0,July,32.0,5308,11.0,22.0,18.0,12.0
1092,France,Afghanistan,270.0,194.0,95.0,289.0,2001.0,August,18.0,5308,32.0,11.0,12.0,35.0
1093,France,Afghanistan,270.0,194.0,95.0,289.0,2001.0,September,12.0,5308,18.0,32.0,35.0,13.0
1094,France,Afghanistan,270.0,194.0,95.0,289.0,2001.0,October,35.0,5308,12.0,18.0,13.0,25.0
1095,France,Afghanistan,270.0,194.0,95.0,289.0,2001.0,November,13.0,5308,35.0,12.0,25.0,17.0
1096,France,Afghanistan,270.0,194.0,95.0,289.0,2001.0,December,25.0,5308,13.0,35.0,17.0,14.0
1157,France,Afghanistan,263.0,93.0,175.0,268.0,2002.0,January,17.0,908,25.0,13.0,14.0,21.0
1158,France,Afghanistan,263.0,93.0,175.0,268.0,2002.0,February,14.0,908,17.0,25.0,21.0,7.0
1159,France,Afghanistan,263.0,93.0,175.0,268.0,2002.0,March,21.0,908,14.0,17.0,7.0,7.0
1160,France,Afghanistan,263.0,93.0,175.0,268.0,2002.0,April,7.0,908,21.0,14.0,7.0,14.0
1161,France,Afghanistan,263.0,93.0,175.0,268.0,2002.0,May,7.0,908,7.0,21.0,14.0,34.0
1162,France,Afghanistan,263.0,93.0,175.0,268.0,2002.0,June,14.0,908,7.0,7.0,34.0,17.0
1163,France,Afghanistan,263.0,93.0,175.0,268.0,2002.0,July,34.0,908,14.0,7.0,17.0,19.0
1164,France,Afghanistan,263.0,93.0,175.0,268.0,2002.0,August,17.0,908,34.0,14.0,19.0,24.0
1165,France,Afghanistan,263.0,93.0,175.0,268.0,2002.0,September,19.0,908,17.0,34.0,24.0,39.0
1166,France,Afghanistan,263.0,93.0,175.0,268.0,2002.0,October,24.0,908,19.0,17.0,39.0,46.0
1167,France,Afghanistan,263.0,93.0,175.0,268.0,2002.0,November,39.0,908,24.0,19.0,46.0,41.0
1168,France,Afghanistan,263.0,93.0,175.0,268.0,2002.0,December,46.0,908,39.0,24.0,41.0,29.0
1221,France,Afghanistan,355.0,89.0,284.0,373.0,2003.0,January,41.0,714,46.0,39.0,29.0,69.0
1222,France,Afghanistan,355.0,89.0,284.0,373.0,2003.0,February,29.0,714,41.0,46.0,69.0,48.0
1223,France,Afghanistan,355.0,89.0,284.0,373.0,2003.0,March,69.0,714,29.0,41.0,48.0,32.0
1224,France,Afghanistan,355.0,89.0,284.0,373.0,2003.0,April,48.0,714,69.0,29.0,32.0,43.0
1225,France,Afghanistan,355.0,89.0,284.0,373.0,2003.0,May,32.0,714,48.0,69.0,43.0,31.0
1226,France,Afghanistan,355.0,89.0,284.0,373.0,2003.0,June,43.0,714,32.0,48.0,31.0,5.0
1227,France,Afghanistan,355.0,89.0,284.0,373.0,2003.0,July,31.0,714,43.0,32.0,5.0,8.0
1228,France,Afghanistan,355.0,89.0,284.0,373.0,2003.0,August,5.0,714,31.0,43.0,8.0,21.0
1229,France,Afghanistan,355.0,89.0,284.0,373.0,2003.0,September,8.0,714,5.0,31.0,21.0,12.0
1230,France,Afghanistan,355.0,89.0,284.0,373.0,2003.0,October,21.0,714,8.0,5.0,12.0,7.0
1231,France,Afghanistan,355.0,89.0,284.0,373.0,2003.0,November,12.0,714,21.0,8.0,7.0,16.0
1232,France,Afghanistan,355.0,89.0,284.0,373.0,2003.0,December,7.0,714,12.0,21.0,16.0,12.0
1282,France,Afghanistan,198.0,71.0,181.0,252.0,2004.0,January,16.0,1089,7.0,12.0,12.0,22.0
1283,France,Afghanistan,198.0,71.0,181.0,252.0,2004.0,February,12.0,1089,16.0,7.0,22.0,13.0
1284,France,Afghanistan,198.0,71.0,181.0,252.0,2004.0,March,22.0,1089,12.0,16.0,13.0,12.0
1285,France,Afghanistan,198.0,71.0,181.0,252.0,2004.0,April,13.0,1089,22.0,12.0,12.0,15.0
1286,France,Afghanistan,198.0,71.0,181.0,252.0,2004.0,May,12.0,1089,13.0,22.0,15.0,6.0
1287,France,Afghanistan,198.0,71.0,181.0,252.0,2004.0,June,15.0,1089,12.0,13.0,6.0,17.0
1288,France,Afghanistan,198.0,71.0,181.0,252.0,2004.0,July,6.0,1089,15.0,12.0,17.0,10.0
1289,France,Afghanistan,198.0,71.0,181.0,252.0,2004.0,August,17.0,1089,6.0,15.0,10.0,16.0
1290,France,Afghanistan,198.0,71.0,181.0,252.0,2004.0,September,10.0,1089,17.0,6.0,16.0,12.0
1291,France,Afghanistan,198.0,71.0,181.0,252.0,2004.0,October,16.0,1089,10.0,17.0,12.0,13.0
