Country / territory of asylum/residence,Origin,Year,Month,Value
United Kingdom of Great Britain and Northern Ireland,Sudan,2000,May,35
United Kingdom of Great Britain and Northern Ireland,Sudan,2000,June,20
United Kingdom of Great Britain and Northern Ireland,Sudan,2000,July,25
United Kingdom of Great Britain and Northern Ireland,Sudan,2000,August,40
United Kingdom of Great Britain and Northern Ireland,Sudan,2000,September,40
United Kingdom of Great Britain and Northern Ireland,Sudan,2000,October,40
United Kingdom of Great Britain and Northern Ireland,Sudan,2000,November,40
United Kingdom of Great Britain and Northern Ireland,Sudan,2000,December,35
United Kingdom of Great Britain and Northern Ireland,Sudan,2001,January,50
United Kingdom of Great Britain and Northern Ireland,Sudan,2001,February,30
United Kingdom of Great Britain and Northern Ireland,Sudan,2001,March,35
United Kingdom of Great Britain and Northern Ireland,Sudan,2001,April,25
United Kingdom of Great Britain and Northern Ireland,Sudan,2001,May,15
United Kingdom of Great Britain and Northern Ireland,Sudan,2001,June,20
United Kingdom of Great Britain and Northern Ireland,Sudan,2001,July,30
United Kingdom of Great Britain and Northern Ireland,Sudan,2001,August,55
United Kingdom of Great Britain and Northern Ireland,Sudan,2001,September,40
United Kingdom of Great Britain and Northern Ireland,Sudan,2001,October,40
United Kingdom of Great Britain and Northern Ireland,Sudan,2001,November,30
United Kingdom of Great Britain and Northern Ireland,Sudan,2001,December,15
United Kingdom of Great Britain and Northern Ireland,Sudan,2002,January,43
United Kingdom of Great Britain and Northern Ireland,Sudan,2002,February,25
United Kingdom of Great Britain and Northern Ireland,Sudan,2002,March,31
United Kingdom of Great Britain and Northern Ireland,Sudan,2002,April,36
United Kingdom of Great Britain and Northern Ireland,Sudan,2002,May,44
United Kingdom of Great Britain and Northern Ireland,Sudan,2002,June,49
United Kingdom of Great Britain and Northern Ireland,Sudan,2002,July,85
United Kingdom of Great Britain and Northern Ireland,Sudan,2002,August,64
United Kingdom of Great Britain and Northern Ireland,Sudan,2002,September,94
United Kingdom of Great Britain and Northern Ireland,Sudan,2002,October,127
United Kingdom of Great Britain and Northern Ireland,Sudan,2002,November,86
United Kingdom of Great Britain and Northern Ireland,Sudan,2002,December,85
United Kingdom of Great Britain and Northern Ireland,Sudan,2003,January,59
United Kingdom of Great Britain and Northern Ireland,Sudan,2003,February,20
United Kingdom of Great Britain and Northern Ireland,Sudan,2003,March,36
United Kingdom of Great Britain and Northern Ireland,Sudan,2003,April,22
United Kingdom of Great Britain and Northern Ireland,Sudan,2003,May,51
United Kingdom of Great Britain and Northern Ireland,Sudan,2003,June,91
United Kingdom of Great Britain and Northern Ireland,Sudan,2003,July,112
United Kingdom of Great Britain and Northern Ireland,Sudan,2003,August,137
United Kingdom of Great Britain and Northern Ireland,Sudan,2003,September,112
United Kingdom of Great Britain and Northern Ireland,Sudan,2003,October,149
United Kingdom of Great Britain and Northern Ireland,Sudan,2003,November,103
United Kingdom of Great Britain and Northern Ireland,Sudan,2003,December,159
United Kingdom of Great Britain and Northern Ireland,Sudan,2004,January,106
United Kingdom of Great Britain and Northern Ireland,Sudan,2004,February,78
United Kingdom of Great Britain and Northern Ireland,Sudan,2004,March,99
United Kingdom of Great Britain and Northern Ireland,Sudan,2004,April,138
United Kingdom of Great Britain and Northern Ireland,Sudan,2004,May,92
United Kingdom of Great Britain and Northern Ireland,Sudan,2004,June,100
United Kingdom of Great Britain and Northern Ireland,Sudan,2004,July,142
United Kingdom of Great Britain and Northern Ireland,Sudan,2004,August,100
United Kingdom of Great Britain and Northern Ireland,Sudan,2004,September,154
United Kingdom of Great Britain and Northern Ireland,Sudan,2004,October,130
United Kingdom of Great Britain and Northern Ireland,Sudan,2004,November,145
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2015,July,308
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2015,August,224
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2015,September,324
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2015,October,534
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2015,November,259
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2015,December,185
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2016,January,177
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2016,February,141
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2016,March,175
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2016,April,182
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2016,May,161
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2016,June,134
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2016,July,108
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2016,August,108
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2016,September,133
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2016,October,86
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2016,November,116
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2016,December,66
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2017,January,47
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2017,February,78
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2017,March,47
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2017,April,59
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2017,May,55
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2017,June,69
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2017,July,101
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2017,August,90
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2017,September,53
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2017,October,63
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2017,November,67
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2017,December,57
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2018,January,54
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2018,February,55
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2018,March,74
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2018,April,62
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2018,May,70
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2018,June,56
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2018,July,97
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2018,August,88
United Kingdom of Great Britain and Northern Ireland,Syrian Arab Rep.,2018,September,85
United Kingdom of Great Britain and Northern Ireland,Sudan,2004,December,161
United Kingdom of Great Britain and Northern Ireland,Sudan,2005,January,117
United Kingdom of Great Britain and Northern Ireland,Sudan,2005,February,102
United Kingdom of Great Britain and Northern Ireland,Sudan,2005,March,73
United Kingdom of Great Britain and Northern Ireland,Sudan,2005,April,93
United Kingdom of Great Britain and Northern Ireland,Sudan,2005,May,58
United Kingdom of Great Britain and Northern Ireland,Sudan,2005,June,86
United Kingdom of Great Britain and Northern Ireland,Sudan,2005,July,96
United Kingdom of Great Britain and Northern Ireland,Sudan,2005,August,104
United Kingdom of Great Britain and Northern Ireland,Sudan,2005,September,95
United Kingdom of Great Britain and Northern Ireland,Sudan,2005,October,66
United Kingdom of Great Britain and Northern Ireland,Sudan,2005,November,53
United Kingdom of Great Britain and Northern Ireland,Sudan,2005,December,56
United Kingdom of Great Britain and Northern Ireland,Sudan,2006,January,61
United Kingdom of Great Britain and Northern Ireland,Sudan,2006,February,60
United Kingdom of Great Britain and Northern Ireland,Sudan,2006,March,93
United Kingdom of Great Britain and Northern Ireland,Sudan,2006,April,55
United Kingdom of Great Britain and Northern Ireland,Sudan,2006,May,57
United Kingdom of Great Britain and Northern Ireland,Sudan,2006,June,83
United Kingdom of Great Britain and Northern Ireland,Sudan,2006,July,52
United Kingdom of Great Britain and Northern Ireland,Sudan,2006,August,77
United Kingdom of Great Britain and Northern Ireland,Sudan,2006,September,71
United Kingdom of Great Britain and Northern Ireland,Sudan,2006,October,49
United Kingdom of Great Britain and Northern Ireland,Sudan,2006,November,49
United Kingdom of Great Britain and Northern Ireland,Sudan,2006,December,46
United Kingdom of Great Britain and Northern Ireland,Sudan,2007,January,41
United Kingdom of Great Britain and Northern Ireland,Sudan,2007,February,46
United Kingdom of Great Britain and Northern Ireland,Sudan,2007,March,35
United Kingdom of Great Britain and Northern Ireland,Sudan,2007,April,27
United Kingdom of Great Britain and Northern Ireland,Sudan,2007,May,29
United Kingdom of Great Britain and Northern Ireland,Sudan,2007,June,31
United Kingdom of Great Britain and Northern Ireland,Sudan,2007,July,37
United Kingdom of Great Britain and Northern Ireland,Sudan,2007,August,31
United Kingdom of Great Britain and Northern Ireland,Sudan,2007,September,29
United Kingdom of Great Britain and Northern Ireland,Sudan,2007,October,42
United Kingdom of Great Britain and Northern Ireland,Sudan,2007,November,23
United Kingdom of Great Britain and Northern Ireland,Sudan,2007,December,30
United Kingdom of Great Britain and Northern Ireland,Sudan,2008,January,26
United Kingdom of Great Britain and Northern Ireland,Sudan,2008,February,20
United Kingdom of Great Britain and Northern Ireland,Sudan,2008,March,9
United Kingdom of Great Britain and Northern Ireland,Sudan,2008,April,31
United Kingdom of Great Britain and Northern Ireland,Sudan,2008,May,19
United Kingdom of Great Britain and Northern Ireland,Sudan,2008,June,24
United Kingdom of Great Britain and Northern Ireland,Sudan,2008,July,20
United Kingdom of Great Britain and Northern Ireland,Sudan,2008,August,34
United Kingdom of Great Britain and Northern Ireland,Sudan,2008,September,31
United Kingdom of Great Britain and Northern Ireland,Sudan,2008,October,15
United Kingdom of Great Britain and Northern Ireland,Sudan,2008,November,29
United Kingdom of Great Britain and Northern Ireland,Sudan,2008,December,31
United Kingdom of Great Britain and Northern Ireland,Sudan,2009,January,25
United Kingdom of Great Britain and Northern Ireland,Sudan,2009,February,15
United Kingdom of Great Britain and Northern Ireland,Sudan,2009,March,32
United Kingdom of Great Britain and Northern Ireland,Sudan,2009,April,17
United Kingdom of Great Britain and Northern Ireland,Sudan,2009,May,11
United Kingdom of Great Britain and Northern Ireland,Sudan,2009,June,6
United Kingdom of Great Britain and Northern Ireland,Sudan,2009,July,22
United Kingdom of Great Britain and Northern Ireland,Sudan,2009,August,29
United Kingdom of Great Britain and Northern Ireland,Sudan,2009,September,22
United Kingdom of Great Britain and Northern Ireland,Sudan,2009,October,34
United Kingdom of Great Britain and Northern Ireland,Sudan,2009,November,18
United Kingdom of Great Britain and Northern Ireland,Sudan,2009,December,19
United Kingdom of Great Britain and Northern Ireland,Sudan,2010,January,28
United Kingdom of Great Britain and Northern Ireland,Sudan,2010,February,56
United Kingdom of Great Britain and Northern Ireland,Sudan,2010,March,41
United Kingdom of Great Britain and Northern Ireland,Sudan,2010,April,49
United Kingdom of Great Britain and Northern Ireland,Sudan,2010,May,54
United Kingdom of Great Britain and Northern Ireland,Sudan,2010,June,49
United Kingdom of Great Britain and Northern Ireland,Sudan,2010,July,69
United Kingdom of Great Britain and Northern Ireland,Sudan,2010,August,59
United Kingdom of Great Britain and Northern Ireland,Sudan,2010,September,62
United Kingdom of Great Britain and Northern Ireland,Sudan,2010,October,60
United Kingdom of Great Britain and Northern Ireland,Sudan,2010,November,54
United Kingdom of Great Britain and Northern Ireland,Sudan,2010,December,58
United Kingdom of Great Britain and Northern Ireland,Sudan,2011,January,60
United Kingdom of Great Britain and Northern Ireland,Sudan,2011,February,70
United Kingdom of Great Britain and Northern Ireland,Sudan,2011,March,82
United Kingdom of Great Britain and Northern Ireland,Sudan,2011,April,53
United Kingdom of Great Britain and Northern Ireland,Sudan,2011,May,79
United Kingdom of Great Britain and Northern Ireland,Sudan,2011,June,60
United Kingdom of Great Britain and Northern Ireland,Sudan,2011,July,84
United Kingdom of Great Britain and Northern Ireland,Sudan,2011,August,47
United Kingdom of Great Britain and Northern Ireland,Sudan,2011,September,51
United Kingdom of Great Britain and Northern Ireland,Sudan,2011,October,72
United Kingdom of Great Britain and Northern Ireland,Sudan,2011,November,66
United Kingdom of Great Britain and Northern Ireland,Sudan,2011,December,69
United Kingdom of Great Britain and Northern Ireland,Sudan,2012,January,59
United Kingdom of Great Britain and Northern Ireland,Sudan,2012,February,61
United Kingdom of Great Britain and Northern Ireland,Sudan,2012,March,60
United Kingdom of Great Britain and Northern Ireland,Sudan,2012,April,30
United Kingdom of Great Britain and Northern Ireland,Sudan,2012,May,69
United Kingdom of Great Britain and Northern Ireland,Sudan,2012,June,71
United Kingdom of Great Britain and Northern Ireland,Sudan,2012,July,40
United Kingdom of Great Britain and Northern Ireland,Sudan,2012,August,44
United Kingdom of Great Britain and Northern Ireland,Sudan,2012,September,79
United Kingdom of Great Britain and Northern Ireland,Sudan,2012,October,84
United Kingdom of Great Britain and Northern Ireland,Sudan,2012,November,70
United Kingdom of Great Britain and Northern Ireland,Sudan,2012,December,65
United Kingdom of Great Britain and Northern Ireland,Sudan,2013,January,70
United Kingdom of Great Britain and Northern Ireland,Sudan,2013,February,39
United Kingdom of Great Britain and Northern Ireland,Sudan,2013,March,62
United Kingdom of Great Britain and Northern Ireland,Sudan,2013,April,62
United Kingdom of Great Britain and Northern Ireland,Sudan,2013,May,57
United Kingdom of Great Britain and Northern Ireland,Sudan,2013,June,78
United Kingdom of Great Britain and Northern Ireland,Sudan,2013,July,64
Germany,Afghanistan,1999,January,327
Germany,Afghanistan,1999,February,337
Germany,Afghanistan,1999,March,448
Germany,Afghanistan,1999,April,382
Germany,Afghanistan,1999,May,262
Germany,Afghanistan,1999,June,301
Germany,Afghanistan,1999,July,321
Germany,Afghanistan,1999,August,379
Germany,Afghanistan,1999,September,365
Germany,Afghanistan,1999,October,437
Germany,Afghanistan,1999,November,525
Germany,Afghanistan,1999,December,416
Germany,Afghanistan,2000,January,365
Germany,Afghanistan,2000,February,332
Germany,Afghanistan,2000,March,426
Germany,Afghanistan,2000,April,253
Germany,Afghanistan,2000,May,406
Germany,Afghanistan,2000,June,373
Germany,Afghanistan,2000,July,350
Germany,Afghanistan,2000,August,461
Germany,Afghanistan,2000,September,513
Germany,Afghanistan,2000,October,645
Germany,Afghanistan,2000,November,763
Germany,Afghanistan,2000,December,512
Germany,Afghanistan,2001,January,442
Germany,Afghanistan,2001,February,352
Germany,Afghanistan,2001,March,394
Germany,Afghanistan,2001,April,348
Germany,Afghanistan,2001,May,355
Germany,Afghanistan,2001,June,325
Germany,Afghanistan,2001,July,488
Germany,Afghanistan,2001,August,649
Germany,Afghanistan,2001,September,842
Germany,Afghanistan,2001,October,678
Germany,Afghanistan,2001,November,604
Germany,Afghanistan,2001,December,376
Germany,Afghanistan,2002,January,536
Germany,Afghanistan,2002,February,268
Germany,Afghanistan,2002,March,250
Germany,Afghanistan,2002,April,266
Germany,Afghanistan,2002,May,230
Germany,Afghanistan,2002,June,231
Germany,Afghanistan,2002,July,240
Germany,Afghanistan,2002,August,170
Germany,Afghanistan,2002,September,176
Germany,Afghanistan,2002,October,143
Germany,Afghanistan,2002,November,130
Germany,Afghanistan,2002,December,139
Germany,Afghanistan,2003,January,211
Germany,Afghanistan,2003,February,119
Germany,Afghanistan,2003,March,120
Germany,Afghanistan,2003,April,127
Germany,Afghanistan,2003,May,121
Germany,Afghanistan,2003,June,87
Germany,Afghanistan,2003,July,153
Germany,Afghanistan,2003,August,86
Germany,Afghanistan,2003,September,144
Germany,Afghanistan,2003,October,120
Germany,Afghanistan,2003,November,104
Germany,Afghanistan,2003,December,75
Germany,Afghanistan,2004,January,123
Germany,Afghanistan,2004,February,98
Germany,Afghanistan,2004,March,68
Germany,Afghanistan,2004,April,91
Germany,Afghanistan,2004,May,68
Germany,Afghanistan,2004,June,74
Germany,Afghanistan,2004,July,52
Germany,Afghanistan,2004,August,66
Germany,Afghanistan,2004,September,59
Germany,Afghanistan,2004,October,81
Germany,Afghanistan,2004,November,60
Germany,Afghanistan,2004,December,72
Germany,Afghanistan,2005,January,53
Germany,Afghanistan,2005,February,46
Germany,Afghanistan,2005,March,36
Germany,Afghanistan,2005,April,66
Germany,Afghanistan,2005,May,72
Germany,Afghanistan,2005,June,79
Germany,Afghanistan,2005,July,54
Germany,Afghanistan,2005,August,40
Germany,Afghanistan,2005,September,65
Germany,Afghanistan,2005,October,45
Germany,Afghanistan,2005,November,58
Germany,Afghanistan,2005,December,71
Germany,Afghanistan,2006,January,50
Germany,Afghanistan,2006,February,51
Germany,Afghanistan,2006,March,64
Germany,Afghanistan,2006,April,43
Germany,Afghanistan,2006,May,53
Germany,Afghanistan,2006,June,29
Germany,Afghanistan,2006,July,43
Germany,Afghanistan,2006,August,48
Germany,Afghanistan,2006,September,36
Germany,Afghanistan,2006,October,42
Germany,Afghanistan,2006,November,24
Germany,Afghanistan,2006,December,42
Germany,Afghanistan,2007,January,21
Germany,Afghanistan,2007,February,21
Germany,Afghanistan,2007,March,39
Germany,Afghanistan,2007,April,24
Germany,Afghanistan,2007,May,26
Germany,Afghanistan,2007,June,26
Germany,Afghanistan,2007,July,26
Germany,Afghanistan,2007,August,23
Germany,Afghanistan,2007,September,26
Germany,Afghanistan,2007,October,33
Germany,Afghanistan,2007,November,42
Germany,Afghanistan,2007,December,22
Germany,Afghanistan,2008,January,44
Germany,Afghanistan,2008,February,52
Germany,Afghanistan,2008,March,23
Germany,Afghanistan,2008,April,36
Germany,Afghanistan,2008,May,31
Germany,Afghanistan,2008,June,31
Germany,Afghanistan,2008,July,37
Germany,Afghanistan,2008,August,56
Germany,Afghanistan,2008,September,88
Germany,Afghanistan,2008,October,81
Germany,Afghanistan,2008,November,76
Germany,Afghanistan,2008,December,95
Germany,Afghanistan,2009,January,243
Germany,Afghanistan,2009,February,218
Germany,Afghanistan,2009,March,174
Germany,Afghanistan,2009,April,139
Germany,Afghanistan,2009,May,146
Germany,Afghanistan,2009,June,202
Germany,Afghanistan,2009,July,326
Germany,Afghanistan,2009,August,347
Germany,Afghanistan,2009,September,430
Germany,Afghanistan,2009,October,379
Germany,Afghanistan,2009,November,419
Germany,Afghanistan,2009,December,352
Germany,Afghanistan,2010,January,490
Germany,Afghanistan,2010,February,483
Germany,Afghanistan,2010,March,404
Germany,Afghanistan,2010,April,379
Germany,Afghanistan,2010,May,341
Germany,Afghanistan,2010,June,415
Germany,Afghanistan,2010,July,567
Germany,Afghanistan,2010,August,595
Germany,Afghanistan,2010,September,571
Germany,Afghanistan,2010,October,567
Germany,Afghanistan,2010,November,497
Germany,Afghanistan,2010,December,596
Germany,Afghanistan,2011,January,679
Germany,Afghanistan,2011,February,548
Germany,Afghanistan,2011,March,679
Germany,Afghanistan,2011,April,558
Germany,Afghanistan,2011,May,713
Germany,Afghanistan,2011,June,731
Germany,Afghanistan,2011,July,713
Germany,Afghanistan,2011,August,817
Germany,Afghanistan,2011,September,658
Germany,Afghanistan,2011,October,579
Germany,Afghanistan,2011,November,631
Germany,Afghanistan,2011,December,461
Germany,Afghanistan,2012,January,657
Germany,Afghanistan,2012,February,614
Germany,Afghanistan,2012,March,679
Germany,Afghanistan,2012,April,484
Germany,Afghanistan,2012,May,534
Germany,Afghanistan,2012,June,638
Germany,Afghanistan,2012,July,581
Germany,Afghanistan,2012,August,639
Germany,Afghanistan,2012,September,597
Germany,Afghanistan,2012,October,732
Germany,Afghanistan,2012,November,789
Germany,Afghanistan,2012,December,554
Germany,Afghanistan,2013,January,674
Germany,Afghanistan,2013,February,499
Germany,Afghanistan,2013,March,487
Germany,Afghanistan,2013,April,551
Germany,Afghanistan,2013,May,542
Germany,Afghanistan,2013,June,723
Germany,Afghanistan,2013,July,782
Germany,Afghanistan,2013,August,604
Germany,Afghanistan,2013,September,733
Germany,Afghanistan,2013,October,688
Germany,Afghanistan,2013,November,811
Germany,Afghanistan,2013,December,641
Germany,Afghanistan,2014,January,981
Germany,Afghanistan,2014,February,781
Germany,Afghanistan,2014,March,675
Germany,Afghanistan,2014,April,673
Germany,Afghanistan,2014,May,523
Germany,Afghanistan,2014,June,621
Germany,Afghanistan,2014,July,752
Germany,Afghanistan,2014,August,743
Germany,Afghanistan,2014,September,922
Germany,Afghanistan,2014,October,892
Germany,Afghanistan,2014,November,762
Germany,Afghanistan,2014,December,790
Germany,Afghanistan,2015,January,1248
Germany,Afghanistan,2015,February,1070
Germany,Afghanistan,2015,March,1016
Germany,Afghanistan,2015,April,1277
Germany,Afghanistan,2015,May,1337
Germany,Afghanistan,2015,June,2219
Germany,Afghanistan,2015,July,2424
Germany,Afghanistan,2015,August,2778
Germany,Afghanistan,2015,September,3429
Germany,Afghanistan,2015,October,5044
Germany,Afghanistan,2015,November,5336
Germany,Afghanistan,2015,December,4204
Germany,Afghanistan,2016,January,6773
Germany,Afghanistan,2016,February,9457
Germany,Afghanistan,2016,March,9860
Germany,Afghanistan,2016,April,10466
Germany,Afghanistan,2016,May,10900
Germany,Afghanistan,2016,June,16877
Germany,Afghanistan,2016,July,16969
Germany,Afghanistan,2016,August,20353
Germany,Afghanistan,2016,September,14811
Germany,Afghanistan,2016,October,5622
Germany,Afghanistan,2016,November,3101
Germany,Afghanistan,2016,December,1822
Germany,Afghanistan,2017,January,1442
Germany,Afghanistan,2017,February,1492
Germany,Afghanistan,2017,March,2093
Germany,Afghanistan,2017,April,1131
Germany,Afghanistan,2017,May,1268
Germany,Afghanistan,2017,June,1119
Germany,Afghanistan,2017,July,1109
Germany,Afghanistan,2017,August,1315
Germany,Afghanistan,2017,September,925
Germany,Afghanistan,2017,October,1008
Germany,Afghanistan,2017,November,1094
Germany,Afghanistan,2017,December,791
Germany,Afghanistan,2018,January,728
Germany,Afghanistan,2018,February,732
Germany,Afghanistan,2018,March,577
Germany,Afghanistan,2018,April,687
Germany,Afghanistan,2018,May,750
Germany,Afghanistan,2018,June,833
Germany,Afghanistan,2018,July,872
Germany,Afghanistan,2018,August,780
Germany,Afghanistan,2018,September,647
Germany,Afghanistan,2018,October,867
Germany,Myanmar,2011,August,3
Germany,Myanmar,2011,September,7
Germany,Myanmar,2011,October,4
Germany,Myanmar,2011,November,13
Germany,Myanmar,2011,December,9
Germany,Myanmar,2012,January,1
Germany,Myanmar,2012,February,6
Germany,Myanmar,2012,April,3
Germany,Myanmar,2012,May,1
Germany,Myanmar,2012,June,3
Germany,Myanmar,2012,July,1
Germany,Myanmar,2012,August,4
Germany,Myanmar,2012,September,2
Germany,Myanmar,2012,October,4
Germany,Myanmar,2012,November,9
Germany,Myanmar,2012,December,9
Germany,Myanmar,2013,January,8
Germany,Myanmar,2013,February,2
Germany,Myanmar,2013,March,5
Germany,Myanmar,2013,April,3
Germany,Myanmar,2013,May,3
Germany,Myanmar,2013,June,5
Germany,Myanmar,2013,July,3
Germany,Myanmar,2013,August,1
Germany,Myanmar,2013,September,12
Germany,Myanmar,2013,October,15
Germany,Myanmar,2013,November,8
Germany,Myanmar,2013,December,3
Germany,Myanmar,2014,January,5
Germany,Myanmar,2014,February,8
Germany,Myanmar,2014,March,11
Germany,Myanmar,2014,April,6
Germany,Myanmar,2014,May,3
Germany,Myanmar,2014,June,7
Germany,Myanmar,2014,July,6
Germany,Myanmar,2014,August,5
Germany,Myanmar,2014,September,3
Germany,Myanmar,2014,October,3
Germany,Myanmar,2014,November,3
Germany,Myanmar,2014,December,2
Germany,Myanmar,2015,January,3
Germany,Myanmar,2015,February,4
Germany,Myanmar,2015,March,1
Germany,Myanmar,2015,April,7
Germany,Myanmar,2015,May,4
Germany,Myanmar,2015,June,10
Germany,Myanmar,2015,July,3
Germany,Myanmar,2015,August,4
Germany,Myanmar,2015,September,6
Germany,Myanmar,2015,October,7
Germany,Myanmar,2015,November,4
Germany,Myanmar,2015,December,1
Germany,Myanmar,2016,January,3
Germany,Myanmar,2016,February,1
Germany,Myanmar,2016,March,7
Germany,Myanmar,2016,April,9
Germany,Myanmar,2016,May,10
Germany,Myanmar,2016,June,10
Germany,Myanmar,2016,July,14
Germany,Myanmar,2016,August,24
Germany,Myanmar,2016,September,25
Germany,Myanmar,2016,October,12
Germany,Myanmar,2016,November,11
Germany,Myanmar,2016,December,5
Germany,Myanmar,2017,January,8
Germany,Myanmar,2017,February,*
Germany,Myanmar,2017,March,*
Germany,Myanmar,2017,April,*
Germany,Myanmar,2017,May,23
Germany,Myanmar,2017,June,20
Germany,Myanmar,2017,July,*
Germany,Myanmar,2017,August,6
Germany,Myanmar,2017,September,11
Germany,Myanmar,2017,October,11
Germany,Myanmar,2017,November,9
Germany,Myanmar,2017,December,15
Germany,Myanmar,2018,January,9
Germany,Myanmar,2018,February,7
Germany,Myanmar,2018,March,10
Germany,Myanmar,2018,April,6
Germany,Myanmar,2018,May,*
Germany,Myanmar,2018,June,7
Germany,Myanmar,2018,July,10
Germany,Myanmar,2018,August,*
Germany,Myanmar,2018,September,16
Germany,Myanmar,2018,October,5
Germany,Dem. Rep. of the Congo,1999,January,94
Germany,Dem. Rep. of the Congo,1999,February,51
Germany,Dem. Rep. of the Congo,1999,March,82
Germany,Dem. Rep. of the Congo,1999,April,76
Germany,Dem. Rep. of the Congo,1999,May,48
Germany,Dem. Rep. of the Congo,1999,June,46
Germany,Dem. Rep. of the Congo,1999,July,60
Germany,Dem. Rep. of the Congo,1999,August,61
Germany,Dem. Rep. of the Congo,1999,September,69
Germany,Dem. Rep. of the Congo,1999,October,73
Germany,Dem. Rep. of the Congo,1999,November,67
Germany,Dem. Rep. of the Congo,1999,December,66
Germany,Dem. Rep. of the Congo,2000,January,70
Germany,Dem. Rep. of the Congo,2000,February,63
Germany,Dem. Rep. of the Congo,2000,March,64
Germany,Dem. Rep. of the Congo,2000,April,51
Germany,Dem. Rep. of the Congo,2000,May,64
Germany,Dem. Rep. of the Congo,2000,June,38
Germany,Dem. Rep. of the Congo,2000,July,47
Germany,Dem. Rep. of the Congo,2000,August,50
Germany,Dem. Rep. of the Congo,2000,September,57
Germany,Dem. Rep. of the Congo,2000,October,66
Germany,Dem. Rep. of the Congo,2000,November,63
Germany,Dem. Rep. of the Congo,2000,December,62
Germany,Dem. Rep. of the Congo,2001,January,65
Germany,Dem. Rep. of the Congo,2001,February,68
Germany,Dem. Rep. of the Congo,2001,March,57
Germany,Dem. Rep. of the Congo,2001,April,55
Germany,Dem. Rep. of the Congo,2001,May,59
Germany,Dem. Rep. of the Congo,2001,June,48
Germany,Dem. Rep. of the Congo,2001,July,65
Germany,Dem. Rep. of the Congo,2001,August,87
Germany,Dem. Rep. of the Congo,2001,September,82
Germany,Dem. Rep. of the Congo,2001,October,95
Germany,Dem. Rep. of the Congo,2001,November,93
Germany,Dem. Rep. of the Congo,2001,December,87
Germany,Dem. Rep. of the Congo,2002,January,116
Germany,Dem. Rep. of the Congo,2002,February,94
Germany,Dem. Rep. of the Congo,2002,March,97
Germany,Dem. Rep. of the Congo,2002,April,80
Germany,Dem. Rep. of the Congo,2002,May,82
Germany,Dem. Rep. of the Congo,2002,June,53
Germany,Dem. Rep. of the Congo,2002,July,80
Germany,Dem. Rep. of the Congo,2002,August,83
Germany,Dem. Rep. of the Congo,2002,September,94
Germany,Dem. Rep. of the Congo,2002,October,69
Germany,Dem. Rep. of the Congo,2002,November,104
Germany,Dem. Rep. of the Congo,2002,December,56
Germany,Dem. Rep. of the Congo,2003,January,61
Germany,Dem. Rep. of the Congo,2003,February,55
Germany,Dem. Rep. of the Congo,2003,March,62
Germany,Dem. Rep. of the Congo,2003,April,45
Germany,Dem. Rep. of the Congo,2003,May,58
Germany,Dem. Rep. of the Congo,2003,June,56
Germany,Dem. Rep. of the Congo,2003,July,60
